Address,Name Tag,Label
0xc0c704bfc375b3fc657bc378b1cfee009194e2b3,LCX,LCX AG
0x4631018f63d5e31680fb53c11c9e1b11f1503e6f,LCX 2,LCX AG
0x2957ea6d4f06bc2badfb2958c65fc7d1be5461b1,LCX 3,LCX AG
0x037a54aab062628c9bbae1fdb1583c195585fe41,LCX AG: LCX Token,LCX AG
0xc90970dd648415756681163f69eaeb7eb9c28a9c,LCX: Company Reserve,LCX AG
