Address,Name Tag,Label
0x71a77037870169d47aad6c2c9360861a4c0df2bf,Altlayer: AVS,Actively Validated Service
0x9fc952bdcbb7daca7d420fa55b942405b073a89d,Brevis coChain: AVS,Actively Validated Service
0x870679e138bcdf293b7ff14dd44b70fc97e12fc0,EigenDA: AVS,Actively Validated Service
0x23221c5bb90c7c57ecc1e75513e2e4257673f0ef,eoracle: AVS,Actively Validated Service
0x35f4f28a8d3ff20eed10e087e8f96ea2641e6aa2,Lagrange State Committees: AVS,Actively Validated Service
0xd25c2c5802198cb8541987b73a8db4c9bcae5cc7,Witness Chain: AVS,Actively Validated Service
0x6026b61bdd2252160691cb3f6005b6b72e0ec044,Xterio: AVS,Actively Validated Service
