Address,Name Tag,Label
0x0000000000000000000000000000000000000000,Null: 0x000...000,Genesis
0x0000000000000000000000000000000000000002,Null: 0x000...002,Genesis
0x0000000000000000000000000000000000000003,Null: 0x000...003,Genesis
0x0000000000000000000000000000000000000004,Null: 0x000...004,Genesis
0x0000000000000000000000000000000000000005,Null: 0x000...005,Genesis
0x0000000000000000000000000000000000000006,Null: 0x000...006,Genesis
0x0000000000000000000000000000000000000007,Null: 0x000...007,Genesis
0x0000000000000000000000000000000000000008,Null: 0x000...008,Genesis
0x0000000000000000000000000000000000000009,Null: 0x000...009,Genesis
0x3333333333333333333333333333333333333333,Null: 0x333...333,Genesis
0x4444444444444444444444444444444444444444,Null: 0x444...444,Genesis
0x8888888888888888888888888888888888888888,Null: 0x888...888,Genesis
0xc67810de5816917f1dbc618c084b82441921f55f,LUKSO: LYXe Genesis Funds,Genesis
